YEAR,COUNTRY,UNEMP,INTRATE,GDP,CPI,HPI
2006,Germany,10.25,3.765,1.2475,1.5775,83.02000000000001
2006,Italy,6.777500000000001,4.0475,0.6299999999999999,2.09,115.19
2006,Japan,4.115,1.7374999999999998,0.39,0.2475,100.1475
2006,United Kingdom,5.3500000000000005,4.5,0.3175,2.425,85.1225
2006,United States,4.6049999999999995,4.7925,0.64,3.235,102.3675
2007,Australia,4.369999999999999,5.995,0.925,2.3325,66.96000000000001
2007,Canada,6.0325,4.272500000000001,0.5349999999999999,2.1375,71.5325
2007,France,7.6575,4.3025,0.53,1.4875,102.07500000000002
2007,Germany,8.6575,4.215,0.5125,2.3,81.2475
2007,Italy,6.0725,4.487500000000001,-0.0050000000000000044,1.83,121.13
2007,Japan,3.8325,1.6649999999999998,0.2075,0.06,99.1475
2007,United Kingdom,5.2625,5.01,0.7,2.425,93.55250000000001
2007,United States,4.6175,4.63,0.49,2.85,102.36500000000001
2008,Australia,4.2425,5.8175,0.4125,4.35,69.6025
2008,Canada,6.16,3.5975,0.025000000000000022,2.3675,75.4375
2008,France,7.065,4.2325,-0.4375,2.815,103.02499999999999
2008,Germany,7.525,3.985,-0.4575,2.6325,82.34500000000001
2008,Italy,6.7225,4.68,-0.88,3.3475,123.175
2008,Japan,3.9850000000000003,1.4675,-0.95,1.3775,99.8075
2008,United Kingdom,5.609999999999999,4.59,-0.9099999999999999,3.5,89.375
2008,United States,5.8,3.665,-0.6875,3.845,94.01749999999998
2009,Australia,5.569999999999999,5.0375,0.6575,1.7774999999999999,72.4225
2009,Canada,8.3575,3.2325,-0.4324999999999999,0.31000000000000005,73.3325
2009,France,8.735000000000001,3.65,-0.21500000000000002,0.08750000000000001,95.69999999999999
2009,Germany,7.742500000000001,3.2199999999999998,-0.805,0.31499999999999995,83.02000000000001
2009,Italy,7.7475,4.3100000000000005,-0.58,0.7775000000000001,118.6475
2009,Japan,5.075,1.335,-0.31500000000000006,-1.3475000000000001,94.015
2009,United Kingdom,7.534999999999999,3.6475,-0.40499999999999997,1.975,81.4125
2009,United States,9.2825,3.2575000000000003,0.04999999999999996,-0.3425,88.4225
2010,Australia,5.2075000000000005,5.365,0.6825,2.92,80.87750000000001
2010,Canada,8.0,3.2375,0.89,1.775,79.8625
2010,France,8.870000000000001,3.1149999999999998,0.5475,1.5275,100.57499999999999
2010,Germany,6.965,2.7449999999999997,1.1725,1.1025,83.87
2010,Italy,8.3625,4.035,0.5325,1.5250000000000001,118.1
2010,Japan,5.0575,1.1500000000000001,0.8000000000000002,-0.7175,95.37
2010,United Kingdom,7.7875000000000005,3.625,0.5900000000000001,2.475,86.07749999999999
2010,United States,9.6075,3.215,0.635,1.645,85.78
2011,Australia,5.0825000000000005,4.8774999999999995,0.85,3.305,79.135
2011,Canada,7.4975000000000005,2.785,0.78,2.915,83.82749999999999
2011,France,8.8125,3.3225,0.4025,2.1125,106.55
2011,Germany,5.8275,2.6075,0.6499999999999999,2.075,86.7975
2011,Italy,8.3575,5.42,-0.22249999999999998,2.7800000000000002,119.7
2011,Japan,4.585,1.1,0.07250000000000004,-0.2675,95.4475
2011,United Kingdom,8.0375,3.1350000000000002,0.3075,3.825,84.83250000000001
2011,United States,8.932500000000001,2.7874999999999996,0.39999999999999997,3.1550000000000002,82.1625
2012,Australia,5.2275,3.38,0.7075,1.76,78.8775
2012,Canada,7.3275,1.8725,0.185,1.52,87.86500000000001
2012,France,9.3975,2.535,0.007500000000000003,1.9550000000000003,105.975
2012,Germany,5.3775,1.495,0.059999999999999984,2.0075,89.7725
2012,Italy,10.655000000000001,5.492500000000001,-0.8125,3.0425,116.65
2012,Japan,4.325,0.835,0.0875,-0.05249999999999999,94.5975
2012,United Kingdom,7.887499999999999,1.9175,0.40750000000000003,2.55,85.16499999999999
2012,United States,8.075,1.8025,0.3625,2.075,84.495
2013,Australia,5.6674999999999995,3.6975,0.585,2.45,84.1075
2013,Canada,7.1025,2.26,0.835,0.9400000000000001,90.1275
2013,France,9.917499999999999,2.2025,0.27749999999999997,0.865,103.8
2013,Germany,5.2299999999999995,1.5725,0.36500000000000005,1.5074999999999998,92.6
2013,Italy,12.147499999999999,4.317500000000001,-0.21499999999999997,1.2224999999999997,109.10000000000001
2013,Japan,4.0075,0.69,0.7000000000000001,0.3475,96.14999999999999
2013,United Kingdom,7.5249999999999995,2.3875,0.665,2.3000000000000003,87.35000000000001
2013,United States,7.355,2.3525,0.6475,1.4625,90.435
2014,Australia,6.0625,3.6574999999999998,0.5225,2.495,91.72
2014,Canada,6.925,2.2325,0.68,1.905,94.8825
2014,France,10.2925,1.6675000000000002,0.205,0.51,101.92500000000001
2014,Germany,4.98,1.1625,0.5725,0.91,95.4975
2014,Italy,12.682500000000001,2.8925,0.007500000000000007,0.24249999999999997,103.94999999999999
2014,Japan,3.585,0.5175,-0.08499999999999999,2.76,97.64500000000001
2014,United Kingdom,6.11,2.57,0.615,1.4500000000000002,94.34
2014,United States,6.16,2.54,0.7125,1.6225,94.98
2015,Australia,6.052499999999999,2.71,0.6575000000000001,1.5074999999999998,100.0025
2015,Canada,6.9,1.52,-0.10000000000000002,1.125,100.0
2015,France,10.354999999999999,0.84,0.2625,0.035,100.0
2015,Germany,4.625,0.4975,0.33,0.515,100.0
2015,Italy,11.895000000000001,1.7125000000000001,0.3325,0.04,100.0
2015,Japan,3.3775,0.35250000000000004,0.26,0.7975000000000001,100.0
2015,United Kingdom,5.3025,1.9024999999999999,0.605,0.375,99.9975
2015,United States,5.272500000000001,2.1374999999999997,0.47000000000000003,0.12,99.99999999999999
2016,Australia,5.71,2.335,0.6875,1.2774999999999999,105.5
2016,Canada,6.99,1.2525,0.41250000000000003,1.4275,109.95
2016,France,10.035,0.4675,0.29500000000000004,0.1825,100.92500000000001
2016,Germany,4.1225,0.0925,0.485,0.49,107.53
2016,Italy,11.69,1.4849999999999999,0.3375,-0.0925,100.25
2016,Japan,3.1075,-0.0675,0.2875,-0.11750000000000001,102.22
2016,United Kingdom,4.81,1.305,0.45000000000000007,0.975,106.9725
2016,United States,4.875,1.84,0.5025,1.2625,105.81
2017,Australia,5.5875,2.6375,0.62,1.95,114.305
2017,Canada,6.3425,1.7825,0.7825,1.5975,123.25999999999999
2017,France,9.405000000000001,0.8099999999999999,0.7350000000000001,1.0325,103.975
2017,Germany,3.745,0.32,0.835,1.51,114.10249999999999
2017,Italy,11.212500000000002,2.115,0.4625,1.2249999999999999,99.175
2017,Japan,2.825,0.052500000000000005,0.635,0.4675,104.82749999999999
2017,United Kingdom,4.33,1.235,0.39249999999999996,2.575,111.83500000000001
2017,United States,4.3425,2.3274999999999997,0.6900000000000001,2.1325,112.57
2018,Australia,5.2924999999999995,2.685,0.5375000000000001,1.9125,112.66499999999999
2018,Canada,5.8325000000000005,2.28,0.445,2.2699999999999996,128.24249999999998
2018,France,9.015,0.7825,0.29500000000000004,1.8525,107.2
2018,Germany,3.3825,0.395,0.1575,1.73,121.6775
2018,Italy,10.61,2.61,0.0125,1.1375,98.625
2018,Japan,2.44,0.0675,-0.05249999999999999,0.98,106.8775
2018,United Kingdom,3.995,1.4625,0.34750000000000003,2.275,115.4275
2018,United States,3.8925,2.9099999999999997,0.6224999999999999,2.4400000000000004,119.8975
2019,Australia,5.1675,1.4949999999999999,0.545,1.6075,108.08500000000001
2019,Canada,5.6674999999999995,1.5900000000000003,0.365,1.9474999999999998,129.745
2019,France,8.445,0.13,0.22749999999999998,1.1075,110.03333333333335
2019,Germany,3.1400000000000006,-0.25,0.1175,1.445,128.08
2019,Italy,9.95,1.9525,0.02500000000000001,0.6124999999999999,98.51666666666667
2019,Japan,2.36,-0.11,-0.16749999999999998,0.47750000000000004,108.6525
2019,United Kingdom,3.7375,0.935,0.2625,1.75,116.945
2019,United States,3.6649999999999996,2.1425,0.5800000000000001,1.81,126.1625
